,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
64,62,"Fri, Mar 4, 2022",8:00p,,Box Score,@,New Orleans Pelicans,L,,90,124,39,23,L 1,
65,63,"Sun, Mar 6, 2022",7:00p,,Box Score,@,Oklahoma City Thunder,W,,116,103,40,23,W 1,
66,64,"Mon, Mar 7, 2022",8:30p,,Box Score,@,Dallas Mavericks,L,,103,111,40,24,L 1,
67,65,"Wed, Mar 9, 2022",10:00p,,Box Score,,Portland Trail Blazers,W,,123,85,41,24,W 1,
68,66,"Fri, Mar 11, 2022",8:30p,,Box Score,@,San Antonio Spurs,L,,102,104,41,25,L 1,
69,67,"Sat, Mar 12, 2022",9:00p,,Box Score,,Sacramento Kings,W,,134,125,42,25,W 1,
70,68,"Mon, Mar 14, 2022",10:00p,,Box Score,,Milwaukee Bucks,L,,111,117,42,26,L 1,
71,69,"Wed, Mar 16, 2022",9:00p,,Box Score,,Chicago Bulls,W,,125,110,43,26,W 1,
72,70,"Fri, Mar 18, 2022",9:00p,,Box Score,,Los Angeles Clippers,W,,121,92,44,26,W 2,
73,71,"Sun, Mar 20, 2022",7:30p,,Box Score,@,New York Knicks,W,,108,93,45,26,W 3,
74,72,"Mon, Mar 21, 2022",7:30p,,Box Score,@,Brooklyn Nets,L,,106,114,45,27,L 1,
75,73,"Wed, Mar 23, 2022",7:30p,,Box Score,@,Boston Celtics,L,,97,125,45,28,L 2,
76,74,"Fri, Mar 25, 2022",7:00p,,Box Score,@,Charlotte Hornets,L,,101,107,45,29,L 3,
77,75,"Sun, Mar 27, 2022",7:30p,,Box Score,@,Dallas Mavericks,L,,100,114,45,30,L 4,
78,76,"Tue, Mar 29, 2022",10:00p,,Box Score,@,Los Angeles Clippers,L,,115,121,45,31,L 5,
79,77,"Thu, Mar 31, 2022",10:00p,,Box Score,,Los Angeles Lakers,W,,122,109,46,31,W 1,
80,78,"Sat, Apr 2, 2022",8:30p,,Box Score,@,Golden State Warriors,L,,107,111,46,32,L 1,
81,79,"Tue, Apr 5, 2022",9:00p,,Box Score,,Memphis Grizzlies,W,OT,121,115,47,32,W 1,
82,80,"Wed, Apr 6, 2022",9:00p,,Box Score,,Oklahoma City Thunder,W,,137,101,48,32,W 2,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Fri, Apr 8, 2022",9:30p,,Box Score,,Phoenix Suns,L,,105,111,48,33,L 1,
85,82,"Sun, Apr 10, 2022",9:30p,,Box Score,@,Portland Trail Blazers,W,,111,80,49,33,W 1,
