,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
44,43,"Thu, Jan 13, 2022",8:00p,,Box Score,@,New Orleans Pelicans,L,,89,113,21,22,L 1,
45,44,"Sat, Jan 15, 2022",8:30p,,Box Score,@,San Antonio Spurs,L,,94,101,21,23,L 2,
46,45,"Mon, Jan 17, 2022",3:30p,,Box Score,,Indiana Pacers,W,,139,133,22,23,W 1,
47,46,"Wed, Jan 19, 2022",10:00p,,Box Score,@,Denver Nuggets,L,OT,128,130,22,24,L 1,
48,47,"Fri, Jan 21, 2022",7:00p,,Box Score,@,Philadelphia 76ers,W,,102,101,23,24,W 1,
49,48,"Sun, Jan 23, 2022",1:00p,,Box Score,@,New York Knicks,L,,102,110,23,25,L 1,
50,49,"Tue, Jan 25, 2022",7:00p,,Box Score,@,Washington Wizards,W,,116,115,24,25,W 1,
51,50,"Wed, Jan 26, 2022",7:00p,,Box Score,@,Orlando Magic,W,,111,102,25,25,W 2,
52,51,"Fri, Jan 28, 2022",8:00p,,Box Score,@,Miami Heat,L,,114,121,25,26,L 1,
53,52,"Sun, Jan 30, 2022",1:00p,,Box Score,@,Charlotte Hornets,W,,115,90,26,26,W 1,
54,53,"Mon, Jan 31, 2022",7:00p,,Box Score,@,Indiana Pacers,L,,116,122,26,27,L 1,
55,54,"Thu, Feb 3, 2022",10:00p,,Box Score,,Los Angeles Lakers,W,,111,110,27,27,W 1,
56,55,"Sun, Feb 6, 2022",9:00p,,Box Score,,Milwaukee Bucks,L,,113,137,27,28,L 1,
57,56,"Tue, Feb 8, 2022",8:00p,,Box Score,@,Memphis Grizzlies,L,,109,135,27,29,L 2,
58,57,"Thu, Feb 10, 2022",8:30p,,Box Score,@,Dallas Mavericks,L,,105,112,27,30,L 3,
59,58,"Sat, Feb 12, 2022",8:30p,,Box Score,@,Dallas Mavericks,W,,99,97,28,30,W 1,
60,59,"Mon, Feb 14, 2022",10:30p,,Box Score,,Golden State Warriors,W,,119,104,29,30,W 2,
61,60,"Tue, Feb 15, 2022",10:00p,,Box Score,@,Phoenix Suns,L,,96,103,29,31,L 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Thu, Feb 17, 2022",10:30p,,Box Score,,Houston Rockets,W,,142,111,30,31,W 1,
64,62,"Fri, Feb 25, 2022",10:00p,,Box Score,@,Los Angeles Lakers,W,,105,102,31,31,W 2,
65,63,"Sun, Feb 27, 2022",7:00p,,Box Score,@,Houston Rockets,W,,99,98,32,31,W 3,
66,64,"Tue, Mar 1, 2022",8:00p,,Box Score,@,Houston Rockets,W,,113,100,33,31,W 4,
67,65,"Thu, Mar 3, 2022",10:00p,,Box Score,,Los Angeles Lakers,W,,132,111,34,31,W 5,
68,66,"Sun, Mar 6, 2022",10:00p,,Box Score,,New York Knicks,L,,93,116,34,32,L 1,
69,67,"Tue, Mar 8, 2022",10:00p,,Box Score,@,Golden State Warriors,L,,97,112,34,33,L 2,
70,68,"Wed, Mar 9, 2022",10:30p,,Box Score,,Washington Wizards,W,,115,109,35,33,W 1,
71,69,"Fri, Mar 11, 2022",7:30p,,Box Score,@,Atlanta Hawks,L,,106,112,35,34,L 1,
72,70,"Sun, Mar 13, 2022",3:00p,,Box Score,@,Detroit Pistons,W,,106,102,36,34,W 1,
73,71,"Mon, Mar 14, 2022",7:00p,,Box Score,@,Cleveland Cavaliers,L,OT,111,120,36,35,L 1,
74,72,"Wed, Mar 16, 2022",10:30p,,Box Score,,Toronto Raptors,L,,100,103,36,36,L 2,
75,73,"Fri, Mar 18, 2022",9:00p,,Box Score,@,Utah Jazz,L,,92,121,36,37,L 3,
76,74,"Tue, Mar 22, 2022",10:00p,,Box Score,@,Denver Nuggets,L,,115,127,36,38,L 4,
77,75,"Fri, Mar 25, 2022",10:30p,,Box Score,,Philadelphia 76ers,L,,97,122,36,39,L 5,
78,76,"Tue, Mar 29, 2022",10:00p,,Box Score,,Utah Jazz,W,,121,115,37,39,W 1,
79,77,"Thu, Mar 31, 2022",8:00p,,Box Score,@,Chicago Bulls,L,OT,130,135,37,40,L 1,
80,78,"Fri, Apr 1, 2022",8:00p,,Box Score,@,Milwaukee Bucks,W,,153,119,38,40,W 1,
81,79,"Sun, Apr 3, 2022",9:30p,,Box Score,,New Orleans Pelicans,W,,119,100,39,40,W 2,
82,80,"Wed, Apr 6, 2022",10:00p,,Box Score,,Phoenix Suns,W,,113,109,40,40,W 3,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Sat, Apr 9, 2022",9:30p,,Box Score,,Sacramento Kings,W,,117,98,41,40,W 4,
85,82,"Sun, Apr 10, 2022",9:30p,,Box Score,,Oklahoma City Thunder,W,,138,88,42,40,W 5,
86,83,"Tue, Apr 12, 2022",9:30p,,Box Score,@,Minnesota Timberwolves,L,,104,109,42,41,L 1,Play-In Game
87,84,"Fri, Apr 15, 2022",10:00p,,Box Score,,New Orleans Pelicans,L,,101,105,42,42,L 2,Play-In Game
