,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
60,59,"Wed, Feb 16, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,W,,114,106,23,36,W 1,
61,60,"Fri, Feb 25, 2022",7:00p,,Box Score,@,Washington Wizards,W,2OT,157,153,24,36,W 2,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Sat, Feb 26, 2022",8:00p,,Box Score,@,Miami Heat,L,,129,133,24,37,L 1,
64,62,"Mon, Feb 28, 2022",8:00p,,Box Score,@,Memphis Grizzlies,L,,105,118,24,38,L 2,
65,63,"Thu, Mar 3, 2022",8:30p,,Box Score,,Sacramento Kings,L,,112,115,24,39,L 3,
66,64,"Sat, Mar 5, 2022",7:00p,,Box Score,@,Charlotte Hornets,L,,117,123,24,40,L 4,
67,65,"Mon, Mar 7, 2022",8:30p,,Box Score,,Los Angeles Lakers,W,,117,110,25,40,W 1,
68,66,"Wed, Mar 9, 2022",8:30p,,Box Score,,Toronto Raptors,L,,104,119,25,41,L 1,
69,67,"Fri, Mar 11, 2022",8:30p,,Box Score,,Utah Jazz,W,,104,102,26,41,W 1,
70,68,"Sat, Mar 12, 2022",8:00p,,Box Score,,Indiana Pacers,L,,108,119,26,42,L 1,
71,69,"Mon, Mar 14, 2022",8:30p,,Box Score,,Minnesota Timberwolves,L,,139,149,26,43,L 2,
72,70,"Wed, Mar 16, 2022",8:30p,,Box Score,,Oklahoma City Thunder,W,,122,120,27,43,W 1,
73,71,"Fri, Mar 18, 2022",8:30p,,Box Score,,New Orleans Pelicans,L,,91,124,27,44,L 1,
74,72,"Sun, Mar 20, 2022",8:30p,,Box Score,@,Golden State Warriors,W,,110,108,28,44,W 1,
75,73,"Wed, Mar 23, 2022",10:00p,,Box Score,@,Portland Trail Blazers,W,,133,96,29,44,W 2,
76,74,"Sat, Mar 26, 2022",5:00p,,Box Score,@,New Orleans Pelicans,W,,107,103,30,44,W 3,
77,75,"Mon, Mar 28, 2022",8:00p,,Box Score,@,Houston Rockets,W,,123,120,31,44,W 4,
78,76,"Wed, Mar 30, 2022",8:30p,,Box Score,,Memphis Grizzlies,L,,111,112,31,45,L 1,
79,77,"Fri, Apr 1, 2022",8:30p,,Box Score,,Portland Trail Blazers,W,,130,111,32,45,W 1,
80,78,"Sun, Apr 3, 2022",7:00p,,Box Score,,Portland Trail Blazers,W,,113,92,33,45,W 2,
81,79,"Tue, Apr 5, 2022",9:00p,,Box Score,@,Denver Nuggets,W,,116,97,34,45,W 3,
82,80,"Thu, Apr 7, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,L,,121,127,34,46,L 1,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Sat, Apr 9, 2022",8:30p,,Box Score,,Golden State Warriors,L,,94,100,34,47,L 2,
85,82,"Sun, Apr 10, 2022",9:30p,,Box Score,@,Dallas Mavericks,L,,120,130,34,48,L 3,
86,83,"Wed, Apr 13, 2022",9:30p,,Box Score,@,New Orleans Pelicans,L,,103,113,34,49,L 4,Play-In Game
