,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
50,49,"Sun, Jan 30, 2022",1:00p,,Box Score,,Los Angeles Lakers,W,,129,121,24,25,W 7,
51,50,"Mon, Jan 31, 2022",7:30p,,Box Score,,Toronto Raptors,L,,100,106,24,26,L 1,
52,51,"Thu, Feb 3, 2022",7:30p,,Box Score,,Phoenix Suns,W,,124,115,25,26,W 1,
53,52,"Fri, Feb 4, 2022",7:30p,,Box Score,@,Toronto Raptors,L,,114,125,25,27,L 1,
54,53,"Sun, Feb 6, 2022",6:00p,,Box Score,@,Dallas Mavericks,L,,94,103,25,28,L 2,
55,54,"Tue, Feb 8, 2022",7:30p,,Box Score,,Indiana Pacers,W,,133,112,26,28,W 1,
56,55,"Fri, Feb 11, 2022",7:30p,,Box Score,,San Antonio Spurs,L,,121,136,26,29,L 1,
57,56,"Sun, Feb 13, 2022",2:00p,,Box Score,@,Boston Celtics,L,,95,105,26,30,L 2,
58,57,"Tue, Feb 15, 2022",7:30p,,Box Score,,Cleveland Cavaliers,W,,124,116,27,30,W 1,
59,58,"Wed, Feb 16, 2022",7:00p,,Box Score,@,Orlando Magic,W,,130,109,28,30,W 2,
60,59,"Thu, Feb 24, 2022",8:00p,,Box Score,@,Chicago Bulls,L,,108,112,28,31,L 1,
61,60,"Sat, Feb 26, 2022",7:30p,,Box Score,,Toronto Raptors,W,,127,100,29,31,W 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Tue, Mar 1, 2022",7:30p,,Box Score,@,Boston Celtics,L,,98,107,29,32,L 1,
64,62,"Thu, Mar 3, 2022",7:00p,,Box Score,,Chicago Bulls,W,,130,124,30,32,W 1,
65,63,"Fri, Mar 4, 2022",7:00p,,Box Score,@,Washington Wizards,W,,117,114,31,32,W 2,
66,64,"Mon, Mar 7, 2022",7:00p,,Box Score,@,Detroit Pistons,L,OT,110,113,31,33,L 1,
67,65,"Wed, Mar 9, 2022",8:00p,,Box Score,@,Milwaukee Bucks,L,,115,124,31,34,L 2,
68,66,"Fri, Mar 11, 2022",7:30p,,Box Score,,Los Angeles Clippers,W,,112,106,32,34,W 1,
69,67,"Sun, Mar 13, 2022",7:00p,,Box Score,,Indiana Pacers,W,,131,128,33,34,W 2,
70,68,"Mon, Mar 14, 2022",7:30p,,Box Score,,Portland Trail Blazers,W,,122,113,34,34,W 3,
71,69,"Wed, Mar 16, 2022",7:00p,,Box Score,@,Charlotte Hornets,L,,106,116,34,35,L 1,
72,70,"Fri, Mar 18, 2022",7:30p,,Box Score,,Memphis Grizzlies,W,,120,105,35,35,W 1,
73,71,"Sun, Mar 20, 2022",6:00p,,Box Score,,New Orleans Pelicans,L,,112,117,35,36,L 1,
74,72,"Tue, Mar 22, 2022",7:30p,,Box Score,@,New York Knicks,W,,117,111,36,36,W 1,
75,73,"Wed, Mar 23, 2022",7:00p,,Box Score,@,Detroit Pistons,L,,101,122,36,37,L 1,
76,74,"Fri, Mar 25, 2022",7:30p,,Box Score,,Golden State Warriors,W,,121,110,37,37,W 1,
77,75,"Mon, Mar 28, 2022",7:00p,,Box Score,@,Indiana Pacers,W,,132,123,38,37,W 2,
78,76,"Wed, Mar 30, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,W,,136,118,39,37,W 3,
79,77,"Thu, Mar 31, 2022",7:30p,,Box Score,,Cleveland Cavaliers,W,,131,107,40,37,W 4,
80,78,"Sat, Apr 2, 2022",7:30p,,Box Score,,Brooklyn Nets,W,,122,115,41,37,W 5,
81,79,"Tue, Apr 5, 2022",7:30p,,Box Score,@,Toronto Raptors,L,,108,118,41,38,L 1,
82,80,"Wed, Apr 6, 2022",8:00p,,Box Score,,Washington Wizards,W,,118,103,42,38,W 1,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Fri, Apr 8, 2022",8:00p,,Box Score,@,Miami Heat,L,,109,113,42,39,L 1,
85,82,"Sun, Apr 10, 2022",3:30p,,Box Score,@,Houston Rockets,W,,130,114,43,39,W 1,
86,83,"Wed, Apr 13, 2022",7:00p,,Box Score,,Charlotte Hornets,W,,132,103,44,39,W 2,Play-In Game
87,84,"Fri, Apr 15, 2022",7:30p,,Box Score,@,Cleveland Cavaliers,W,,107,101,45,39,W 3,Play-In Game
