,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
37,37,"Thu, Dec 30, 2021",7:00p,,Box Score,@,Orlando Magic,W,,136,118,24,13,W 5,
38,38,"Sat, Jan 1, 2022",6:30p,,Box Score,,New Orleans Pelicans,W,,136,113,25,13,W 6,
39,39,"Mon, Jan 3, 2022",8:00p,,Box Score,,Detroit Pistons,L,,106,115,25,14,L 1,
40,40,"Wed, Jan 5, 2022",8:00p,,Box Score,,Toronto Raptors,L,,111,117,25,15,L 2,
41,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
42,41,"Fri, Jan 7, 2022",7:30p,,Box Score,@,Brooklyn Nets,W,,121,109,26,15,W 1,
43,42,"Sat, Jan 8, 2022",7:00p,,Box Score,@,Charlotte Hornets,L,,106,114,26,16,L 1,
44,43,"Mon, Jan 10, 2022",7:00p,,Box Score,@,Charlotte Hornets,L,,99,103,26,17,L 2,
45,44,"Thu, Jan 13, 2022",7:30p,,Box Score,,Golden State Warriors,W,,118,99,27,17,W 1,
46,45,"Sat, Jan 15, 2022",6:30p,,Box Score,,Toronto Raptors,L,,96,103,27,18,L 1,
47,46,"Mon, Jan 17, 2022",6:00p,,Box Score,@,Atlanta Hawks,L,,114,121,27,19,L 2,
48,47,"Wed, Jan 19, 2022",8:00p,,Box Score,,Memphis Grizzlies,W,,126,114,28,19,W 1,
49,48,"Fri, Jan 21, 2022",8:00p,,Box Score,,Chicago Bulls,W,,94,90,29,19,W 2,
50,49,"Sat, Jan 22, 2022",7:00p,,Box Score,,Sacramento Kings,W,,133,127,30,19,W 3,
51,50,"Wed, Jan 26, 2022",7:00p,,Box Score,@,Cleveland Cavaliers,L,,99,115,30,20,L 1,
52,51,"Fri, Jan 28, 2022",10:00p,,Box Score,,New York Knicks,W,,123,108,31,20,W 1,
53,52,"Sun, Jan 30, 2022",7:00p,,Box Score,,Denver Nuggets,L,,100,136,31,21,L 1,
54,53,"Tue, Feb 1, 2022",7:30p,,Box Score,,Washington Wizards,W,,112,98,32,21,W 1,
55,54,"Sat, Feb 5, 2022",10:00p,,Box Score,@,Portland Trail Blazers,W,,137,108,33,21,W 2,
56,55,"Sun, Feb 6, 2022",9:00p,,Box Score,@,Los Angeles Clippers,W,,137,113,34,21,W 3,
57,56,"Tue, Feb 8, 2022",10:00p,,Box Score,@,Los Angeles Lakers,W,,131,116,35,21,W 4,
58,57,"Thu, Feb 10, 2022",10:00p,,Box Score,@,Phoenix Suns,L,,107,131,35,22,L 1,
59,58,"Mon, Feb 14, 2022",8:00p,,Box Score,,Portland Trail Blazers,L,,107,122,35,23,L 2,
60,59,"Tue, Feb 15, 2022",8:00p,,Box Score,,Indiana Pacers,W,,128,119,36,23,W 1,
61,60,"Thu, Feb 17, 2022",8:30p,,Box Score,,Philadelphia 76ers,L,,120,123,36,24,L 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Sat, Feb 26, 2022",8:30p,,Box Score,,Brooklyn Nets,L,,123,126,36,25,L 2,
64,62,"Mon, Feb 28, 2022",8:00p,,Box Score,,Charlotte Hornets,W,,130,106,37,25,W 1,
65,63,"Wed, Mar 2, 2022",8:00p,,Box Score,,Miami Heat,W,,120,119,38,25,W 2,
66,64,"Fri, Mar 4, 2022",7:30p,,Box Score,@,Chicago Bulls,W,,118,112,39,25,W 3,
67,65,"Sun, Mar 6, 2022",3:30p,,Box Score,,Phoenix Suns,W,,132,122,40,25,W 4,
68,66,"Tue, Mar 8, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,W,,142,115,41,25,W 5,
69,67,"Wed, Mar 9, 2022",8:00p,,Box Score,,Atlanta Hawks,W,,124,115,42,25,W 6,
70,68,"Sat, Mar 12, 2022",8:30p,,Box Score,@,Golden State Warriors,L,,109,122,42,26,L 1,
71,69,"Mon, Mar 14, 2022",10:00p,,Box Score,@,Utah Jazz,W,,117,111,43,26,W 1,
72,70,"Wed, Mar 16, 2022",10:00p,,Box Score,@,Sacramento Kings,W,,135,126,44,26,W 2,
73,71,"Sat, Mar 19, 2022",5:00p,,Box Score,@,Minnesota Timberwolves,L,,119,138,44,27,L 1,
74,72,"Tue, Mar 22, 2022",8:00p,,Box Score,,Chicago Bulls,W,,126,98,45,27,W 1,
75,73,"Thu, Mar 24, 2022",8:00p,,Box Score,,Washington Wizards,W,,114,102,46,27,W 2,
76,74,"Sat, Mar 26, 2022",8:00p,,Box Score,@,Memphis Grizzlies,L,,102,127,46,28,L 1,
77,75,"Tue, Mar 29, 2022",7:00p,,Box Score,@,Philadelphia 76ers,W,,118,116,47,28,W 1,
78,76,"Thu, Mar 31, 2022",7:30p,,Box Score,@,Brooklyn Nets,W,OT,120,119,48,28,W 2,
79,77,"Fri, Apr 1, 2022",8:00p,,Box Score,,Los Angeles Clippers,L,,119,153,48,29,L 1,
80,78,"Sun, Apr 3, 2022",1:00p,,Box Score,,Dallas Mavericks,L,,112,118,48,30,L 2,
81,79,"Tue, Apr 5, 2022",8:00p,,Box Score,@,Chicago Bulls,W,,127,106,49,30,W 1,
82,80,"Thu, Apr 7, 2022",7:30p,,Box Score,,Boston Celtics,W,,127,121,50,30,W 2,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Fri, Apr 8, 2022",7:00p,,Box Score,@,Detroit Pistons,W,,131,101,51,30,W 3,
85,82,"Sun, Apr 10, 2022",3:30p,,Box Score,@,Cleveland Cavaliers,L,,115,133,51,31,L 1,
