,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
49,48,"Fri, Jan 28, 2022",9:00p,,Box Score,,Minnesota Timberwolves,W,,134,124,39,9,W 9,
50,49,"Sun, Jan 30, 2022",8:00p,,Box Score,,San Antonio Spurs,W,,115,110,40,9,W 10,
51,50,"Tue, Feb 1, 2022",10:00p,,Box Score,,Brooklyn Nets,W,,121,111,41,9,W 11,
52,51,"Thu, Feb 3, 2022",7:30p,,Box Score,@,Atlanta Hawks,L,,115,124,41,10,L 1,
53,52,"Sat, Feb 5, 2022",7:00p,,Box Score,@,Washington Wizards,W,,95,80,42,10,W 1,
54,53,"Mon, Feb 7, 2022",8:00p,,Box Score,@,Chicago Bulls,W,,127,124,43,10,W 2,
55,54,"Tue, Feb 8, 2022",7:00p,,Box Score,@,Philadelphia 76ers,W,,114,109,44,10,W 3,
56,55,"Thu, Feb 10, 2022",10:00p,,Box Score,,Milwaukee Bucks,W,,131,107,45,10,W 4,
57,56,"Sat, Feb 12, 2022",9:00p,,Box Score,,Orlando Magic,W,,132,105,46,10,W 5,
58,57,"Tue, Feb 15, 2022",10:00p,,Box Score,,Los Angeles Clippers,W,,103,96,47,10,W 6,
59,58,"Wed, Feb 16, 2022",9:00p,,Box Score,,Houston Rockets,W,,124,121,48,10,W 7,
60,59,"Thu, Feb 24, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,W,,124,104,49,10,W 8,
61,60,"Fri, Feb 25, 2022",9:00p,,Box Score,,New Orleans Pelicans,L,,102,117,49,11,L 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Sun, Feb 27, 2022",3:30p,,Box Score,,Utah Jazz,L,,114,118,49,12,L 2,
64,62,"Wed, Mar 2, 2022",10:00p,,Box Score,,Portland Trail Blazers,W,,120,90,50,12,W 1,
65,63,"Fri, Mar 4, 2022",10:00p,,Box Score,,New York Knicks,W,,115,114,51,12,W 2,
66,64,"Sun, Mar 6, 2022",3:30p,,Box Score,@,Milwaukee Bucks,L,,122,132,51,13,L 1,
67,65,"Tue, Mar 8, 2022",7:00p,,Box Score,@,Orlando Magic,W,,102,99,52,13,W 1,
68,66,"Wed, Mar 9, 2022",7:30p,,Box Score,@,Miami Heat,W,,111,90,53,13,W 2,
69,67,"Fri, Mar 11, 2022",9:00p,,Box Score,,Toronto Raptors,L,,112,117,53,14,L 1,
70,68,"Sun, Mar 13, 2022",9:00p,,Box Score,,Los Angeles Lakers,W,,140,111,54,14,W 1,
71,69,"Tue, Mar 15, 2022",8:00p,,Box Score,@,New Orleans Pelicans,W,,131,115,55,14,W 2,
72,70,"Wed, Mar 16, 2022",8:00p,,Box Score,@,Houston Rockets,W,,129,112,56,14,W 3,
73,71,"Fri, Mar 18, 2022",10:00p,,Box Score,,Chicago Bulls,W,,129,102,57,14,W 4,
74,72,"Sun, Mar 20, 2022",6:00p,,Box Score,@,Sacramento Kings,W,OT,127,124,58,14,W 5,
75,73,"Wed, Mar 23, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,W,,125,116,59,14,W 6,
76,74,"Thu, Mar 24, 2022",9:00p,,Box Score,@,Denver Nuggets,W,,140,130,60,14,W 7,
77,75,"Sun, Mar 27, 2022",6:00p,,Box Score,,Philadelphia 76ers,W,,114,104,61,14,W 8,
78,76,"Wed, Mar 30, 2022",10:00p,,Box Score,@,Golden State Warriors,W,,107,103,62,14,W 9,
79,77,"Fri, Apr 1, 2022",8:00p,,Box Score,@,Memphis Grizzlies,L,,114,122,62,15,L 1,
80,78,"Sun, Apr 3, 2022",7:00p,,Box Score,@,Oklahoma City Thunder,L,,96,117,62,16,L 2,
81,79,"Tue, Apr 5, 2022",10:30p,,Box Score,,Los Angeles Lakers,W,,121,110,63,16,W 1,
82,80,"Wed, Apr 6, 2022",10:00p,,Box Score,@,Los Angeles Clippers,L,,109,113,63,17,L 1,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Fri, Apr 8, 2022",9:30p,,Box Score,@,Utah Jazz,W,,111,105,64,17,W 1,
85,82,"Sun, Apr 10, 2022",9:30p,,Box Score,,Sacramento Kings,L,,109,116,64,18,L 1,
