,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
29,29,"Wed, Dec 15, 2021",10:00p,,Box Score,,Memphis Grizzlies,L,,103,113,11,18,L 7,
30,30,"Fri, Dec 17, 2021",10:00p,,Box Score,,Charlotte Hornets,W,,125,116,12,18,W 1,
31,31,"Sun, Dec 19, 2021",6:00p,,Box Score,@,Memphis Grizzlies,W,,105,100,13,18,W 2,
32,32,"Tue, Dec 21, 2021",8:00p,,Box Score,@,New Orleans Pelicans,L,,97,111,13,19,L 1,
33,33,"Mon, Dec 27, 2021",10:00p,,Box Score,,Dallas Mavericks,L,,117,132,13,20,L 2,
34,34,"Wed, Dec 29, 2021",10:00p,,Box Score,,Utah Jazz,L,,105,120,13,21,L 3,
35,35,"Fri, Dec 31, 2021",10:30p,,Box Score,@,Los Angeles Lakers,L,,106,139,13,22,L 4,
36,36,"Mon, Jan 3, 2022",10:00p,,Box Score,,Atlanta Hawks,W,,136,131,14,22,W 1,
37,37,"Wed, Jan 5, 2022",10:00p,,Box Score,,Miami Heat,L,,109,115,14,23,L 1,
38,38,"Fri, Jan 7, 2022",10:00p,,Box Score,,Cleveland Cavaliers,L,,101,114,14,24,L 2,
39,39,"Sun, Jan 9, 2022",9:00p,,Box Score,,Sacramento Kings,W,,103,88,15,24,W 1,
40,40,"Mon, Jan 10, 2022",10:00p,,Box Score,,Brooklyn Nets,W,,114,108,16,24,W 2,
41,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
42,41,"Thu, Jan 13, 2022",10:00p,,Box Score,@,Denver Nuggets,L,,108,140,16,25,L 1,
43,42,"Sat, Jan 15, 2022",7:00p,,Box Score,@,Washington Wizards,W,,115,110,17,25,W 1,
44,43,"Mon, Jan 17, 2022",7:00p,,Box Score,@,Orlando Magic,W,,98,88,18,25,W 2,
45,44,"Wed, Jan 19, 2022",7:30p,,Box Score,@,Miami Heat,L,,92,104,18,26,L 1,
46,45,"Fri, Jan 21, 2022",7:30p,,Box Score,@,Boston Celtics,W,,109,105,19,26,W 1,
47,46,"Sun, Jan 23, 2022",6:00p,,Box Score,@,Toronto Raptors,W,,114,105,20,26,W 2,
48,47,"Tue, Jan 25, 2022",10:00p,,Box Score,,Minnesota Timberwolves,L,,107,109,20,27,L 1,
49,48,"Wed, Jan 26, 2022",10:00p,,Box Score,,Dallas Mavericks,L,,112,132,20,28,L 2,
50,49,"Fri, Jan 28, 2022",8:00p,,Box Score,@,Houston Rockets,W,,125,110,21,28,W 1,
51,50,"Sun, Jan 30, 2022",3:30p,,Box Score,@,Chicago Bulls,L,,116,130,21,29,L 1,
52,51,"Mon, Jan 31, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,L,,81,98,21,30,L 2,
53,52,"Wed, Feb 2, 2022",10:30p,,Box Score,@,Los Angeles Lakers,L,,94,99,21,31,L 3,
54,53,"Fri, Feb 4, 2022",10:00p,,Box Score,,Oklahoma City Thunder,L,,93,96,21,32,L 4,
55,54,"Sat, Feb 5, 2022",10:00p,,Box Score,,Milwaukee Bucks,L,,108,137,21,33,L 5,
56,55,"Tue, Feb 8, 2022",10:00p,,Box Score,,Orlando Magic,L,,95,113,21,34,L 6,
57,56,"Wed, Feb 9, 2022",10:00p,,Box Score,,Los Angeles Lakers,W,,107,105,22,34,W 1,
58,57,"Sat, Feb 12, 2022",5:00p,,Box Score,,New York Knicks,W,,112,103,23,34,W 2,
59,58,"Mon, Feb 14, 2022",8:00p,,Box Score,@,Milwaukee Bucks,W,,122,107,24,34,W 3,
60,59,"Wed, Feb 16, 2022",8:00p,,Box Score,@,Memphis Grizzlies,W,,123,119,25,34,W 4,
61,60,"Thu, Feb 24, 2022",10:00p,,Box Score,,Golden State Warriors,L,,95,132,25,35,L 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Sun, Feb 27, 2022",9:00p,,Box Score,,Denver Nuggets,L,,92,124,25,36,L 2,
64,62,"Wed, Mar 2, 2022",10:00p,,Box Score,@,Phoenix Suns,L,,90,120,25,37,L 3,
65,63,"Sat, Mar 5, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,L,,121,135,25,38,L 4,
66,64,"Mon, Mar 7, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,L,,81,124,25,39,L 5,
67,65,"Wed, Mar 9, 2022",10:00p,,Box Score,@,Utah Jazz,L,,85,123,25,40,L 6,
68,66,"Sat, Mar 12, 2022",10:00p,,Box Score,,Washington Wizards,W,,127,118,26,40,W 1,
69,67,"Mon, Mar 14, 2022",7:30p,,Box Score,@,Atlanta Hawks,L,,113,122,26,41,L 1,
70,68,"Wed, Mar 16, 2022",7:30p,,Box Score,@,New York Knicks,L,,98,128,26,42,L 2,
71,69,"Fri, Mar 18, 2022",7:30p,,Box Score,@,Brooklyn Nets,L,,123,128,26,43,L 3,
72,70,"Sun, Mar 20, 2022",3:30p,,Box Score,@,Indiana Pacers,L,,98,129,26,44,L 4,
73,71,"Mon, Mar 21, 2022",7:00p,,Box Score,@,Detroit Pistons,W,,119,115,27,44,W 1,
74,72,"Wed, Mar 23, 2022",10:00p,,Box Score,,San Antonio Spurs,L,,96,133,27,45,L 1,
75,73,"Fri, Mar 25, 2022",10:00p,,Box Score,,Houston Rockets,L,,106,125,27,46,L 2,
76,74,"Sat, Mar 26, 2022",10:00p,,Box Score,,Houston Rockets,L,,98,115,27,47,L 3,
77,75,"Mon, Mar 28, 2022",10:00p,,Box Score,,Oklahoma City Thunder,L,OT,131,134,27,48,L 4,
78,76,"Wed, Mar 30, 2022",10:00p,,Box Score,,New Orleans Pelicans,L,,107,117,27,49,L 5,
79,77,"Fri, Apr 1, 2022",8:30p,,Box Score,@,San Antonio Spurs,L,,111,130,27,50,L 6,
80,78,"Sun, Apr 3, 2022",7:00p,,Box Score,@,San Antonio Spurs,L,,92,113,27,51,L 7,
81,79,"Tue, Apr 5, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,L,,94,98,27,52,L 8,
82,80,"Thu, Apr 7, 2022",8:00p,,Box Score,@,New Orleans Pelicans,L,,94,127,27,53,L 9,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Fri, Apr 8, 2022",8:30p,,Box Score,@,Dallas Mavericks,L,,78,128,27,54,L 10,
85,82,"Sun, Apr 10, 2022",9:30p,,Box Score,,Utah Jazz,L,,80,111,27,55,L 11,
