,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
34,34,"Sun, Dec 26, 2021",8:00p,,Box Score,@,Chicago Bulls,L,,105,113,14,20,L 1,
35,35,"Wed, Dec 29, 2021",7:00p,,Box Score,,Charlotte Hornets,L,,108,116,14,21,L 2,
36,36,"Fri, Dec 31, 2021",3:00p,,Box Score,,Chicago Bulls,L,,106,108,14,22,L 3,
37,37,"Sun, Jan 2, 2022",6:00p,,Box Score,@,Cleveland Cavaliers,L,,104,108,14,23,L 4,
38,38,"Tue, Jan 4, 2022",7:30p,,Box Score,@,New York Knicks,L,,94,104,14,24,L 5,
39,39,"Wed, Jan 5, 2022",7:30p,,Box Score,,Brooklyn Nets,L,,121,129,14,25,L 6,
40,40,"Sat, Jan 8, 2022",7:00p,,Box Score,,Utah Jazz,W,,125,113,15,25,W 1,
41,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
42,41,"Mon, Jan 10, 2022",7:30p,,Box Score,@,Boston Celtics,L,OT,98,101,15,26,L 1,
43,42,"Wed, Jan 12, 2022",7:00p,,Box Score,,Boston Celtics,L,,100,119,15,27,L 2,
44,43,"Fri, Jan 14, 2022",7:00p,,Box Score,,Phoenix Suns,L,,94,112,15,28,L 3,
45,44,"Mon, Jan 17, 2022",3:30p,,Box Score,@,Los Angeles Clippers,L,,133,139,15,29,L 4,
46,45,"Wed, Jan 19, 2022",10:30p,,Box Score,@,Los Angeles Lakers,W,,111,104,16,29,W 1,
47,46,"Thu, Jan 20, 2022",10:00p,,Box Score,@,Golden State Warriors,W,OT,121,117,17,29,W 2,
48,47,"Sat, Jan 22, 2022",9:00p,,Box Score,@,Phoenix Suns,L,,103,113,17,30,L 1,
49,48,"Mon, Jan 24, 2022",8:00p,,Box Score,@,New Orleans Pelicans,L,,113,117,17,31,L 2,
50,49,"Wed, Jan 26, 2022",7:00p,,Box Score,,Charlotte Hornets,L,,126,158,17,32,L 3,
51,50,"Fri, Jan 28, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,W,OT,113,110,18,32,W 1,
52,51,"Sat, Jan 29, 2022",7:00p,,Box Score,@,Dallas Mavericks,L,,105,132,18,33,L 1,
53,52,"Mon, Jan 31, 2022",7:00p,,Box Score,,Los Angeles Clippers,W,,122,116,19,33,W 1,
54,53,"Wed, Feb 2, 2022",7:00p,,Box Score,,Orlando Magic,L,,118,119,19,34,L 1,
55,54,"Fri, Feb 4, 2022",7:00p,,Box Score,,Chicago Bulls,L,,115,122,19,35,L 2,
56,55,"Sun, Feb 6, 2022",6:00p,,Box Score,@,Cleveland Cavaliers,L,,85,98,19,36,L 3,
57,56,"Tue, Feb 8, 2022",7:30p,,Box Score,@,Atlanta Hawks,L,,112,133,19,37,L 4,
58,57,"Fri, Feb 11, 2022",7:00p,,Box Score,,Cleveland Cavaliers,L,,113,120,19,38,L 5,
59,58,"Sun, Feb 13, 2022",3:00p,,Box Score,,Minnesota Timberwolves,L,,120,129,19,39,L 6,
60,59,"Tue, Feb 15, 2022",8:00p,,Box Score,@,Milwaukee Bucks,L,,119,128,19,40,L 7,
61,60,"Wed, Feb 16, 2022",7:30p,,Box Score,,Washington Wizards,W,,113,108,20,40,W 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Fri, Feb 25, 2022",7:00p,,Box Score,,Oklahoma City Thunder,L,OT,125,129,20,41,L 1,
64,62,"Sun, Feb 27, 2022",5:00p,,Box Score,,Boston Celtics,W,,128,107,21,41,W 1,
65,63,"Mon, Feb 28, 2022",7:00p,,Box Score,@,Orlando Magic,L,,103,119,21,42,L 1,
66,64,"Wed, Mar 2, 2022",7:00p,,Box Score,@,Orlando Magic,W,OT,122,114,22,42,W 1,
67,65,"Fri, Mar 4, 2022",7:00p,,Box Score,@,Detroit Pistons,L,,106,111,22,43,L 1,
68,66,"Sun, Mar 6, 2022",6:00p,,Box Score,@,Washington Wizards,L,,123,133,22,44,L 2,
69,67,"Tue, Mar 8, 2022",7:00p,,Box Score,,Cleveland Cavaliers,L,,124,127,22,45,L 3,
70,68,"Sat, Mar 12, 2022",8:00p,,Box Score,@,San Antonio Spurs,W,,119,108,23,45,W 1,
71,69,"Sun, Mar 13, 2022",7:00p,,Box Score,@,Atlanta Hawks,L,,128,131,23,46,L 1,
72,70,"Tue, Mar 15, 2022",7:00p,,Box Score,,Memphis Grizzlies,L,,102,135,23,47,L 2,
73,71,"Fri, Mar 18, 2022",8:00p,,Box Score,@,Houston Rockets,W,,121,118,24,47,W 1,
74,72,"Sun, Mar 20, 2022",3:30p,,Box Score,,Portland Trail Blazers,W,,129,98,25,47,W 2,
75,73,"Wed, Mar 23, 2022",7:00p,,Box Score,,Sacramento Kings,L,,109,110,25,48,L 1,
76,74,"Thu, Mar 24, 2022",8:00p,,Box Score,@,Memphis Grizzlies,L,,103,133,25,49,L 2,
77,75,"Sat, Mar 26, 2022",7:30p,,Box Score,@,Toronto Raptors,L,,91,131,25,50,L 3,
78,76,"Mon, Mar 28, 2022",7:00p,,Box Score,,Atlanta Hawks,L,,123,132,25,51,L 4,
79,77,"Wed, Mar 30, 2022",7:00p,,Box Score,,Denver Nuggets,L,,118,125,25,52,L 5,
80,78,"Fri, Apr 1, 2022",7:30p,,Box Score,@,Boston Celtics,L,,123,128,25,53,L 6,
81,79,"Sun, Apr 3, 2022",5:00p,,Box Score,,Detroit Pistons,L,,117,121,25,54,L 7,
82,80,"Tue, Apr 5, 2022",7:00p,,Box Score,,Philadelphia 76ers,L,,122,131,25,55,L 8,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Sat, Apr 9, 2022",1:00p,,Box Score,@,Philadelphia 76ers,L,,120,133,25,56,L 9,
85,82,"Sun, Apr 10, 2022",3:30p,,Box Score,@,Brooklyn Nets,L,,126,134,25,57,L 10,
