,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
59,58,"Sat, Feb 12, 2022",7:00p,,Box Score,@,Charlotte Hornets,W,,125,118,40,18,W 5,
60,59,"Tue, Feb 15, 2022",8:00p,,Box Score,@,New Orleans Pelicans,W,,121,109,41,18,W 6,
61,60,"Wed, Feb 16, 2022",8:00p,,Box Score,,Portland Trail Blazers,L,,119,123,41,19,L 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Thu, Feb 24, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,L,,114,119,41,20,L 2,
64,62,"Sat, Feb 26, 2022",8:00p,,Box Score,@,Chicago Bulls,W,,116,110,42,20,W 1,
65,63,"Mon, Feb 28, 2022",8:00p,,Box Score,,San Antonio Spurs,W,,118,105,43,20,W 2,
66,64,"Thu, Mar 3, 2022",7:30p,,Box Score,@,Boston Celtics,L,,107,120,43,21,L 1,
67,65,"Sat, Mar 5, 2022",8:00p,,Box Score,,Orlando Magic,W,,124,96,44,21,W 1,
68,66,"Sun, Mar 6, 2022",7:00p,,Box Score,@,Houston Rockets,L,,112,123,44,22,L 1,
69,67,"Tue, Mar 8, 2022",7:30p,,Box Score,,New Orleans Pelicans,W,,132,111,45,22,W 1,
70,68,"Fri, Mar 11, 2022",8:00p,,Box Score,,New York Knicks,W,,118,114,46,22,W 2,
71,69,"Sun, Mar 13, 2022",7:00p,,Box Score,@,Oklahoma City Thunder,W,,125,118,47,22,W 3,
72,70,"Tue, Mar 15, 2022",7:00p,,Box Score,@,Indiana Pacers,W,,135,102,48,22,W 4,
73,71,"Fri, Mar 18, 2022",7:30p,,Box Score,@,Atlanta Hawks,L,,105,120,48,23,L 1,
74,72,"Sun, Mar 20, 2022",3:30p,,Box Score,@,Houston Rockets,W,,122,98,49,23,W 1,
75,73,"Wed, Mar 23, 2022",7:30p,,Box Score,,Brooklyn Nets,W,,132,120,50,23,W 2,
76,74,"Thu, Mar 24, 2022",8:00p,,Box Score,,Indiana Pacers,W,,133,103,51,23,W 3,
77,75,"Sat, Mar 26, 2022",8:00p,,Box Score,,Milwaukee Bucks,W,,127,102,52,23,W 4,
78,76,"Mon, Mar 28, 2022",8:00p,,Box Score,,Golden State Warriors,W,,123,95,53,23,W 5,
79,77,"Wed, Mar 30, 2022",8:30p,,Box Score,@,San Antonio Spurs,W,,112,111,54,23,W 6,
80,78,"Fri, Apr 1, 2022",8:00p,,Box Score,,Phoenix Suns,W,,122,114,55,23,W 7,
81,79,"Tue, Apr 5, 2022",9:00p,,Box Score,@,Utah Jazz,L,OT,115,121,55,24,L 1,
82,80,"Thu, Apr 7, 2022",9:00p,,Box Score,@,Denver Nuggets,L,,109,122,55,25,L 2,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Sat, Apr 9, 2022",6:00p,,Box Score,,New Orleans Pelicans,W,,141,114,56,25,W 1,
85,82,"Sun, Apr 10, 2022",7:00p,,Box Score,,Boston Celtics,L,,110,139,56,26,L 1,
