,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
68,66,"Tue, Mar 8, 2022",7:00p,,Box Score,,Phoenix Suns,L,,99,102,16,50,L 2,
69,67,"Wed, Mar 9, 2022",8:00p,,Box Score,@,New Orleans Pelicans,W,,108,102,17,50,W 1,
70,68,"Fri, Mar 11, 2022",7:00p,,Box Score,,Minnesota Timberwolves,W,,118,110,18,50,W 2,
71,69,"Sun, Mar 13, 2022",6:00p,,Box Score,,Philadelphia 76ers,L,OT,114,116,18,51,L 1,
72,70,"Tue, Mar 15, 2022",7:00p,,Box Score,,Brooklyn Nets,L,,108,150,18,52,L 2,
73,71,"Thu, Mar 17, 2022",7:00p,,Box Score,,Detroit Pistons,L,,120,134,18,53,L 3,
74,72,"Sun, Mar 20, 2022",6:00p,,Box Score,,Oklahoma City Thunder,W,,90,85,19,53,W 1,
75,73,"Tue, Mar 22, 2022",7:00p,,Box Score,,Golden State Warriors,W,,94,90,20,53,W 2,
76,74,"Wed, Mar 23, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,L,,102,118,20,54,L 1,
77,75,"Sat, Mar 26, 2022",7:00p,,Box Score,,Sacramento Kings,L,OT,110,114,20,55,L 2,
78,76,"Mon, Mar 28, 2022",7:00p,,Box Score,@,Cleveland Cavaliers,L,,101,107,20,56,L 3,
79,77,"Wed, Mar 30, 2022",7:00p,,Box Score,@,Washington Wizards,L,,110,127,20,57,L 4,
80,78,"Fri, Apr 1, 2022",7:00p,,Box Score,,Toronto Raptors,L,,89,102,20,58,L 5,
81,79,"Sun, Apr 3, 2022",6:00p,,Box Score,,New York Knicks,L,,88,118,20,59,L 6,
82,80,"Tue, Apr 5, 2022",7:00p,,Box Score,,Cleveland Cavaliers,W,,120,115,21,59,W 1,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Thu, Apr 7, 2022",7:00p,,Box Score,@,Charlotte Hornets,L,,101,128,21,60,L 1,
85,82,"Sun, Apr 10, 2022",7:00p,,Box Score,,Miami Heat,W,,125,111,22,60,W 1,
