,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
50,49,"Fri, Jan 28, 2022",9:00p,,Box Score,@,Phoenix Suns,L,,124,134,24,25,L 2,
51,50,"Sun, Jan 30, 2022",8:00p,,Box Score,,Utah Jazz,W,,126,106,25,25,W 1,
52,51,"Tue, Feb 1, 2022",8:00p,,Box Score,,Denver Nuggets,W,,130,115,26,25,W 2,
53,52,"Thu, Feb 3, 2022",7:00p,,Box Score,@,Detroit Pistons,W,,128,117,27,25,W 3,
54,53,"Sun, Feb 6, 2022",3:30p,,Box Score,,Detroit Pistons,W,,118,105,28,25,W 4,
55,54,"Tue, Feb 8, 2022",10:00p,,Box Score,@,Sacramento Kings,W,,134,114,29,25,W 5,
56,55,"Wed, Feb 9, 2022",10:00p,,Box Score,@,Sacramento Kings,L,,119,132,29,26,L 1,
57,56,"Fri, Feb 11, 2022",8:00p,,Box Score,@,Chicago Bulls,L,,122,134,29,27,L 2,
58,57,"Sun, Feb 13, 2022",3:00p,,Box Score,@,Indiana Pacers,W,,129,120,30,27,W 1,
59,58,"Tue, Feb 15, 2022",8:00p,,Box Score,,Charlotte Hornets,W,OT,126,120,31,27,W 2,
60,59,"Wed, Feb 16, 2022",8:00p,,Box Score,,Toronto Raptors,L,,91,103,31,28,L 1,
61,60,"Thu, Feb 24, 2022",8:00p,,Box Score,,Memphis Grizzlies,W,,119,114,32,28,W 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Fri, Feb 25, 2022",8:00p,,Box Score,,Philadelphia 76ers,L,,102,133,32,29,L 1,
64,62,"Mon, Feb 28, 2022",7:00p,,Box Score,@,Cleveland Cavaliers,W,,127,122,33,29,W 1,
65,63,"Tue, Mar 1, 2022",8:00p,,Box Score,,Golden State Warriors,W,,129,114,34,29,W 2,
66,64,"Fri, Mar 4, 2022",8:00p,,Box Score,@,Oklahoma City Thunder,W,,138,101,35,29,W 3,
67,65,"Sat, Mar 5, 2022",8:00p,,Box Score,,Portland Trail Blazers,W,,135,121,36,29,W 4,
68,66,"Mon, Mar 7, 2022",8:00p,,Box Score,,Portland Trail Blazers,W,,124,81,37,29,W 5,
69,67,"Wed, Mar 9, 2022",8:00p,,Box Score,,Oklahoma City Thunder,W,,132,102,38,29,W 6,
70,68,"Fri, Mar 11, 2022",7:00p,,Box Score,@,Orlando Magic,L,,110,118,38,30,L 1,
71,69,"Sat, Mar 12, 2022",8:00p,,Box Score,@,Miami Heat,W,,113,104,39,30,W 1,
72,70,"Mon, Mar 14, 2022",8:30p,,Box Score,@,San Antonio Spurs,W,,149,139,40,30,W 2,
73,71,"Wed, Mar 16, 2022",8:00p,,Box Score,,Los Angeles Lakers,W,,124,104,41,30,W 3,
74,72,"Sat, Mar 19, 2022",5:00p,,Box Score,,Milwaukee Bucks,W,,138,119,42,30,W 4,
75,73,"Mon, Mar 21, 2022",8:30p,,Box Score,@,Dallas Mavericks,L,,108,110,42,31,L 1,
76,74,"Wed, Mar 23, 2022",8:00p,,Box Score,,Phoenix Suns,L,,116,125,42,32,L 2,
77,75,"Fri, Mar 25, 2022",8:00p,,Box Score,,Dallas Mavericks,W,,116,95,43,32,W 1,
78,76,"Sun, Mar 27, 2022",6:00p,,Box Score,@,Boston Celtics,L,,112,134,43,33,L 1,
79,77,"Wed, Mar 30, 2022",7:30p,,Box Score,@,Toronto Raptors,L,,102,125,43,34,L 2,
80,78,"Fri, Apr 1, 2022",9:00p,,Box Score,@,Denver Nuggets,W,,136,130,44,34,W 1,
81,79,"Sun, Apr 3, 2022",7:00p,,Box Score,@,Houston Rockets,W,,139,132,45,34,W 2,
82,80,"Tue, Apr 5, 2022",8:00p,,Box Score,,Washington Wizards,L,,114,132,45,35,L 1,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Thu, Apr 7, 2022",8:00p,,Box Score,,San Antonio Spurs,W,,127,121,46,35,W 1,
85,82,"Sun, Apr 10, 2022",8:30p,,Box Score,,Chicago Bulls,L,,120,124,46,36,L 1,
86,83,"Tue, Apr 12, 2022",9:30p,,Box Score,,Los Angeles Clippers,W,,109,104,47,36,W 1,Play-In Game
