,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
35,35,"Fri, Dec 31, 2021",8:00p,,Box Score,,New York Knicks,W,,95,80,13,22,W 1,
36,36,"Sun, Jan 2, 2022",7:00p,,Box Score,,Dallas Mavericks,L,,86,95,13,23,L 1,
37,37,"Wed, Jan 5, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,L,,90,98,13,24,L 2,
38,38,"Fri, Jan 7, 2022",8:00p,,Box Score,,Minnesota Timberwolves,L,,105,135,13,25,L 3,
39,39,"Sun, Jan 9, 2022",7:00p,,Box Score,,Denver Nuggets,L,,95,99,13,26,L 4,
40,40,"Tue, Jan 11, 2022",7:00p,,Box Score,@,Washington Wizards,L,,118,122,13,27,L 5,
41,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
42,41,"Thu, Jan 13, 2022",8:30p,,Box Score,@,Brooklyn Nets,W,,130,109,14,27,W 1,
43,42,"Sat, Jan 15, 2022",8:00p,,Box Score,,Cleveland Cavaliers,L,,102,107,14,28,L 1,
44,43,"Mon, Jan 17, 2022",8:30p,,Box Score,@,Dallas Mavericks,L,,102,104,14,29,L 2,
45,44,"Wed, Jan 19, 2022",8:30p,,Box Score,@,San Antonio Spurs,L,,96,118,14,30,L 3,
46,45,"Fri, Jan 21, 2022",7:00p,,Box Score,@,Charlotte Hornets,L,,98,121,14,31,L 4,
47,46,"Sat, Jan 22, 2022",8:00p,,Box Score,@,Cleveland Cavaliers,L,,87,94,14,32,L 5,
48,47,"Mon, Jan 24, 2022",8:00p,,Box Score,,Chicago Bulls,L,,110,111,14,33,L 6,
49,48,"Fri, Jan 28, 2022",8:00p,,Box Score,,Indiana Pacers,L,OT,110,113,14,34,L 7,
50,49,"Mon, Jan 31, 2022",8:00p,,Box Score,,Portland Trail Blazers,W,,98,81,15,34,W 1,
51,50,"Wed, Feb 2, 2022",8:30p,,Box Score,@,Dallas Mavericks,W,OT,120,114,16,34,W 2,
52,51,"Fri, Feb 4, 2022",10:00p,,Box Score,@,Portland Trail Blazers,W,,96,93,17,34,W 3,
53,52,"Sat, Feb 5, 2022",10:00p,,Box Score,@,Sacramento Kings,L,,103,113,17,35,L 1,
54,53,"Mon, Feb 7, 2022",8:00p,,Box Score,,Golden State Warriors,L,,98,110,17,36,L 2,
55,54,"Wed, Feb 9, 2022",8:00p,,Box Score,,Toronto Raptors,L,,98,117,17,37,L 3,
56,55,"Fri, Feb 11, 2022",7:00p,,Box Score,@,Philadelphia 76ers,L,,87,100,17,38,L 4,
57,56,"Sat, Feb 12, 2022",8:00p,,Box Score,@,Chicago Bulls,L,,101,106,17,39,L 5,
58,57,"Mon, Feb 14, 2022",7:30p,,Box Score,@,New York Knicks,W,OT,127,123,18,39,W 1,
59,58,"Wed, Feb 16, 2022",8:00p,,Box Score,,San Antonio Spurs,L,,106,114,18,40,L 1,
60,59,"Thu, Feb 24, 2022",8:00p,,Box Score,,Phoenix Suns,L,,104,124,18,41,L 2,
61,60,"Fri, Feb 25, 2022",7:00p,,Box Score,@,Indiana Pacers,W,OT,129,125,19,41,W 1,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Mon, Feb 28, 2022",8:00p,,Box Score,,Sacramento Kings,L,,110,131,19,42,L 1,
64,62,"Wed, Mar 2, 2022",9:00p,,Box Score,@,Denver Nuggets,W,,119,107,20,42,W 1,
65,63,"Fri, Mar 4, 2022",8:00p,,Box Score,,Minnesota Timberwolves,L,,101,138,20,43,L 1,
66,64,"Sun, Mar 6, 2022",7:00p,,Box Score,,Utah Jazz,L,,103,116,20,44,L 2,
67,65,"Tue, Mar 8, 2022",8:00p,,Box Score,,Milwaukee Bucks,L,,115,142,20,45,L 3,
68,66,"Wed, Mar 9, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,L,,102,132,20,46,L 4,
69,67,"Sun, Mar 13, 2022",7:00p,,Box Score,,Memphis Grizzlies,L,,118,125,20,47,L 5,
70,68,"Mon, Mar 14, 2022",8:00p,,Box Score,,Charlotte Hornets,L,,116,134,20,48,L 6,
71,69,"Wed, Mar 16, 2022",8:30p,,Box Score,@,San Antonio Spurs,L,,120,122,20,49,L 7,
72,70,"Fri, Mar 18, 2022",8:00p,,Box Score,@,Miami Heat,L,,108,120,20,50,L 8,
73,71,"Sun, Mar 20, 2022",6:00p,,Box Score,@,Orlando Magic,L,,85,90,20,51,L 9,
74,72,"Mon, Mar 21, 2022",8:00p,,Box Score,,Boston Celtics,L,,123,132,20,52,L 10,
75,73,"Wed, Mar 23, 2022",8:00p,,Box Score,,Orlando Magic,W,,118,102,21,52,W 1,
76,74,"Sat, Mar 26, 2022",9:00p,,Box Score,@,Denver Nuggets,L,,107,113,21,53,L 1,
77,75,"Mon, Mar 28, 2022",10:00p,,Box Score,@,Portland Trail Blazers,W,OT,134,131,22,53,W 1,
78,76,"Wed, Mar 30, 2022",8:00p,,Box Score,,Atlanta Hawks,L,,118,136,22,54,L 1,
79,77,"Fri, Apr 1, 2022",8:00p,,Box Score,,Detroit Pistons,L,,101,110,22,55,L 2,
80,78,"Sun, Apr 3, 2022",7:00p,,Box Score,,Phoenix Suns,W,,117,96,23,55,W 1,
81,79,"Tue, Apr 5, 2022",8:00p,,Box Score,,Portland Trail Blazers,W,,98,94,24,55,W 2,
82,80,"Wed, Apr 6, 2022",9:00p,,Box Score,@,Utah Jazz,L,,101,137,24,56,L 1,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Fri, Apr 8, 2022",10:30p,,Box Score,@,Los Angeles Lakers,L,,101,120,24,57,L 2,
85,82,"Sun, Apr 10, 2022",9:30p,,Box Score,@,Los Angeles Clippers,L,,88,138,24,58,L 3,
